Name,f,,u,,m,,score (out of 10),
nexus,0.45079056062718686,0.0018046241202732533,0.49734406419654703,0.003036830200926615,0.548828125,0.008621241491144821,5.492012449053444,0.016710061400879935
non-nexus,0.09909116883453548,0.00022429661031709604,0.026776637201553804,0.00014831680454141646,0.5173521850899743,1.5019469895275453e-06,2.7175241240815455,0.001001463343003017
